1.000000000020390134e-01 1.000000226073772674e-01 1.000147934153101659e-01 1.000000000091054719e-01 1.000019741478728186e-01 1.000000000072013701e-01 2.099997978625011363e+00 1.000000191849815950e-01 1.000000000021093460e-01 1.099985211998991685e+00
1.000000000728064886e-01 1.000000000530752581e-01 1.100000702072995162e+00 1.000000000608802092e-01 1.100000897286696144e+00 1.100000598015056008e+00 1.099994432944884082e+00 3.099993394206359110e+00 1.000000000753618057e-01 1.000099752118853436e-01
1.000000000311024317e-01 1.106655380124331067e+00 1.000000000145108564e-01 1.000000000260223149e-01 1.056617851172927391e+00 1.000000000215970630e-01 3.136726768538645072e+00 1.000000000165981590e-01 1.000000000322405769e-01 1.000000000220246377e-01
1.099999134230082110e+00 1.000000000422058138e-01 1.000000000256986432e-01 1.100000865435041941e+00 1.000000000318301135e-01 1.000000000661512845e-01 1.000000000383060306e-01 1.000000000313201326e-01 1.000000000572023456e-01 1.000000000421620017e-01
1.121298735120017875e+00 1.000000000062118422e-01 1.000000000039747844e-01 2.099999975979065958e+00 2.319790723617181971e+00 1.000000000059675515e-01 1.000114179235791073e-01 4.858899147329130308e+00 1.000000000088159535e-01 1.000000000060555783e-01
1.000000000069885819e-01 1.100000090254802609e+00 2.100000094962756858e+00 1.099986142533462496e+00 1.000000000040364712e-01 1.000000000048971993e-01 1.000136176660108150e-01 1.000000000037919307e-01 1.100000054558311069e+00 1.000000000049425380e-01
1.000000000016262464e-01 1.000000000011856127e-01 6.087661928987470716e+00 1.000000000013587520e-01 1.000019702717200865e-01 1.000000000011302265e-01 1.112336100731791566e+00 1.000000000008847978e-01 1.000000000016818269e-01 1.000000000011504603e-01
1.000000000462150096e-01 1.100302967098934381e+00 1.100004386186949734e+00 1.000066186849192934e-01 1.099999990638357295e+00 1.000000000320521304e-01 1.000048480314075228e-01 1.944998219358425873e+00 1.100031541941228985e+00 1.254651427981509526e+00
2.100003015066236323e+00 1.107284490617362227e+00 2.089642546548818203e+00 1.000000000489246477e-01 1.000137155072565176e-01 1.000000000407113704e-01 1.000000433031575375e-01 1.000000009682317226e-01 2.099993885483728562e+00 1.103062302415574125e+00
1.000000000114778242e-01 1.100000030692140696e+00 1.000039387428369592e-01 1.000000000095988134e-01 1.000000193696271994e-01 3.099996254365229742e+00 1.000000000079478840e-01 1.099999756781153248e+00 1.000000000118724947e-01 1.000000000081150281e-01
1.000000000274763046e-01 1.099999242111008524e+00 1.000000000127991978e-01 2.100001010898423726e+00 1.100000197045250649e+00 1.000000000191002547e-01 1.099998788730524257e+00 1.100000164527399571e+00 1.100000589990728805e+00 1.000000066372895013e-01
1.175973898525271011e+00 1.000032421720958159e-01 1.000027535349275465e-01 1.000032165419514896e-01 2.190855073778203099e+00 1.000000000025425828e-01 4.933147836464946145e+00 1.000053745705229424e-01 1.000000000037913200e-01 1.000086044057472145e-01
1.100000037799667929e+00 1.100000046036989421e+00 1.000156059976894662e-01 1.100000026780126872e+00 1.000368808113983599e-01 1.119080013722459688e+00 1.000089534094353444e-01 1.000000000492572844e-01 1.000000000251131393e-01 3.080858435367861858e+00
1.100000165779405625e+00 1.000279040536035946e-01 1.099972084398804562e+00 1.000000051873622536e-01 1.100000110334344638e+00 1.000000000066849914e-01 1.000000000066639805e-01 1.000000000051347593e-01 1.000000000099472847e-01 1.099999730218048422e+00
1.000000000021784158e-01 1.000000000016018215e-01 1.099978650642916334e+00 1.000001681981150525e-01 1.000213476508940158e-01 2.100000031229655839e+00 1.099999968172269194e+00 1.099999831694816077e+00 1.000000000022510938e-01 1.000000024053022407e-01
1.099999927920549236e+00 1.000000000055812077e-01 1.000002756167250734e-01 1.000000000063953759e-01 2.099999864389192616e+00 1.000000000053167803e-01 1.000000000053010707e-01 1.099999932037613926e+00 1.000000000079139389e-01 1.000000000054105664e-01
1.000000000127064664e-01 1.100000149959184270e+00 1.000000000058878236e-01 1.000000000105784742e-01 1.000000000072868850e-01 1.000000000087917368e-01 1.000000000087657992e-01 1.000000000067556433e-01 2.099999849971101007e+00 1.000000000089421581e-01
1.000000000223146140e-01 1.000000000162691305e-01 1.000000000169932735e-01 1.100000384991238755e+00 1.000000000128667410e-01 1.000000000155003982e-01 1.000000000154786656e-01 1.000000000119142807e-01 2.100000836449586128e+00 2.099998778447837999e+00
1.000000000834712771e-01 1.099996584396431443e+00 1.000354631085311613e-01 1.000000000694406949e-01 1.000169308378112271e-01 1.100000926359556708e+00 1.099996446534335925e+00 2.099949600191452603e+00 2.100004048360256892e+00 1.000000000587124571e-01
1.000000000597466299e-01 1.100000912229224026e+00 3.099482166553413798e+00 1.000000000496829161e-01 1.100000687942741084e+00 1.100516232989568133e+00 1.000000000408506062e-01 1.000000000314855281e-01 1.000000000615711288e-01 1.000000000417161500e-01
1.000000000021794150e-01 1.000000000016025431e-01 1.099974156137754067e+00 1.000001681982717605e-01 1.000258437256202615e-01 2.100000031289647406e+00 1.099999968215033652e+00 1.099999830015807589e+00 1.000000000022521207e-01 1.000000024118311986e-01
1.000000000036748993e-01 1.000290448143234950e-01 1.100000016870108510e+00 1.000000000030712710e-01 1.099999994373577206e+00 1.000000000025518115e-01 1.099970943924327038e+00 1.000000000019668489e-01 1.000000000038008402e-01 1.000000000025986907e-01
1.000000000149994794e-01 1.000000000108419440e-01 1.000209686147846416e-01 1.103723864857171000e+00 9.937525869182660676e-01 2.677009166487120062e+00 1.000152848008673268e-01 1.096124675018566919e+00 1.629334250851127930e+00 1.000192024262550744e-01
1.000000000173057735e-01 1.099999593655441865e+00 2.228929282311283178e+00 1.100000235747553567e+00 1.099963717093222826e+00 1.099998886714482982e+00 1.000000000119941751e-01 1.000000074824013152e-01 1.000363548278763171e-01 4.971071922138438737e+00
1.000090576927985669e-01 1.400079781692796788e+00 1.000239524801689733e-01 1.000094216808604664e-01 1.000000009331529077e-01 1.099969864574235290e+00 1.000180864974222622e-01 1.799876213318419627e+00 2.099999324569253201e+00 1.000142965608921269e-01
